track_id,"('echonest', 'audio_features', 'acousticness')","('echonest', 'audio_features', 'danceability')","('echonest', 'audio_features', 'energy')","('echonest', 'audio_features', 'instrumentalness')","('echonest', 'audio_features', 'liveness')","('echonest', 'audio_features', 'speechiness')","('echonest', 'audio_features', 'tempo')","('echonest', 'audio_features', 'valence')","('track', 'genre_top')"
10385,0.971012143,0.281675725,0.2235047681,0.9297089141,0.0760236515,0.0333360981,121.427,0.0955867796,Folk
10386,0.9658103617,0.3289288543,0.5172850457,0.8558989355,0.1178975035,0.0375771372,128.103,0.4804809889,Folk
10388,0.9803563806,0.2070634332,0.2837511206,0.8196512406,0.1073807773,0.0381148043,188.687,0.1778893374,Folk
10389,0.9760075552,0.2580229654,0.5021692659,0.0441402417,0.6302388284,0.1768819479,73.687,0.2569090583,Folk
10438,0.9922644661,0.1145765019,0.6703123474,0.9046538078,0.8220310248,0.1676233517,61.361,0.2725107911,Folk
10439,0.9949460409,0.3069087962,0.2579096344,0.9029039907,0.1103924529,0.0364449924,108.876,0.2617932871,Folk
10440,0.9957964501,0.1860653128,0.1350474602,0.9665225355,0.1403748437,0.0377665807,90.828,0.2136367676,Folk
10441,0.6380331086,0.2882526215,0.3597042188,0.9452624305,0.3939897579,0.0294357615,130.447,0.3430703457,Folk
10442,0.9950875424,0.1496209972,0.2659489757,0.9673406719,0.3062326347,0.0334859565,91.573,0.0967639758,Folk
10443,0.9001877233,0.4316530132,0.3639454457,0.8201656907,0.1115170431,0.0297169731,85.657,0.0864540467,Folk
10447,0.9834379248,0.2687330054,0.6125653998,0.931080977,0.6741503642,0.048469888,91.026,0.3185003823,Folk
10458,0.9921478493,0.2663569659,0.1966597044,0.9467614778,0.1147239728,0.0308831389,63.359,0.1007212691,Folk
10480,0.9690853215,0.4027684165,0.3961667033,0.9657886144,0.1226032699,0.0361931375,111.656,0.2886263726,Folk
10481,0.6974134475,0.3973095628,0.6062074135,0.9063916326,0.0644841931,0.0428703881,136.329,0.6512680953,Folk
10485,0.9949975931,0.0824027889,0.1919980036,0.9693626128,0.082449939,0.0380604924,80.413,0.3419671175,Folk
10678,0.9949434049,0.2510611152,0.2570437366,0.9488665653,0.1288276453,0.0339205614,106.793,0.2016570435,Folk
10679,0.9897106317,0.2559332296,0.4415475632,0.9481724069,0.3369837895,0.0381903427,172.002,0.1717236177,Folk
10682,0.9954412159,0.4099898253,0.368178655,0.9381729491,0.1102440794,0.0371682226,73.445,0.2695074496,Folk
10684,0.9898184358,0.1666254097,0.4536138063,0.7185832996,0.1386892905,0.0453334238,122.967,0.1449158323,Folk
10693,0.0113966622,0.8370633662,0.3627917668,0.9012160893,0.0893380299,0.3093130508,166.007,0.7262405016,Hip-Hop
10694,0.0045801049,0.7469852781,0.1299341829,0.9443091056,0.1108930437,0.1627906351,91.99,0.1758973984,Hip-Hop
10697,0.3831923611,0.8612592298,0.3570233789,0.8712107824,0.1102024902,0.5234949758,93.966,0.442031867,Hip-Hop
10698,0.0475317496,0.7149279185,0.5372199815,0.8796473286,0.0862128316,0.0558493713,100.03,0.7051856482,Hip-Hop
10805,0.8191926747,0.3792198923,0.7833269837,0.3085722826,0.0976943852,0.0944033373,147.719,0.6681750517,Pop
10806,0.6514095469,0.5946546366,0.7370601687,0.9154131712,0.0738157588,0.0635379719,46.701,0.5066276499,Pop
10807,0.8684719333,0.3474884671,0.9695950235,0.8765340745,0.1714407131,0.099643695,108.94,0.0493143657,Pop
10808,0.5876263249,0.8605446563,0.8300191415,0.2163636102,0.0854665929,0.052303969,129.482,0.7344444078,Pop
10809,0.5568763747,0.4448102921,0.7515833642,0.015213775,0.3579791025,0.0938199553,135.543,0.4652830591,Pop
10810,0.9861020439,0.4427238375,0.4615396327,0.9210362165,0.2487624896,0.0447908439,112.676,0.1875057668,Pop
10992,0.9572203885,0.3566067769,0.3855447876,0.9388602556,0.1634661677,0.0331081124,103.231,0.1611852015,Folk
11059,0.8877128253,0.53446476,0.2550275061,0.956727202,0.1043268365,0.0295093219,77.002,0.2621538169,Folk
11198,0.1226067417,0.2767985816,0.3917388866,0.7871353011,0.0689236378,0.0304146325,149.277,0.7645884353,Pop
11199,0.8671212764,0.3236819748,0.1099750359,9.334e-07,0.1017368058,0.0358746606,89.487,0.4366125188,Pop
11200,0.8485323367,0.5686318521,0.1328171518,0.0463750894,0.0877867026,0.0527351772,208.463,0.5698886011,Pop
11204,0.5779781161,0.5580365255,0.4547694868,0.00347398,0.0872405722,0.2947728199,96.154,0.7534478634,Hip-Hop
11262,0.0039015524,0.645387768,0.5637149693,0.9106505456,0.1676393871,0.0358954226,135.073,0.514512044,Electronic
11268,0.3521851814,0.8131082805,0.7011092543,0.8898951661,0.2496162024,0.0333564748,89.996,0.8750540417,Rock
11298,0.6898574078,0.8699598632,0.7773638002,0.4101930814,0.0847642667,0.1759561492,112.99,0.8584214819,Hip-Hop
11306,0.011203334,0.2495438471,0.6169119867,0.2494517299,0.1540724918,0.031710946,129.967,0.2371179599,Rock
11503,0.979069357,0.3232259204,0.1343984005,0.9585962902,0.1369803396,0.0336867444,94.064,0.1911028609,Folk
11504,0.9303100566,0.1481194726,0.2151576584,0.9241191336,0.1802426674,0.0276806771,71.267,0.1860639615,Folk
11508,0.8379109333,0.399999902,0.4231455719,0.9243543638,0.1154043546,0.0335726205,131.077,0.1606628196,Folk
11763,0.2990053418,0.7492140863,0.4491186785,0.8819347385,0.1615285512,0.0744406336,93.054,0.3497487783,Hip-Hop
11765,0.3136142695,0.773744232,0.4109383911,0.915595872,0.1365524363,0.1260409525,92.01,0.7899841459,Hip-Hop
11766,0.2900492659,0.7558226754,0.4252675721,0.000657471,0.4113640602,0.1254787383,164.707,0.7529734608,Hip-Hop
11767,0.0005051705,0.7940143924,0.8758459829,0.9344631698,0.1255070766,0.0646276016,93.989,0.6538966483,Hip-Hop
11768,0.0592507866,0.8379157001,0.4375906842,0.929023703,0.1073408477,0.0672470475,92.02,0.4095109885,Hip-Hop
11769,0.0004477218,0.4903770944,0.4379300517,0.8596183853,0.1456909708,0.0491510218,183.753,0.3233512502,Hip-Hop
11770,0.0082299922,0.5898199431,0.3164909691,0.5704430913,0.4488086164,0.0402172735,90.651,0.4790991509,Hip-Hop
11771,0.0025824931,0.7125209743,0.4311836902,0.0227228427,0.1840159107,0.0415898413,87.935,0.669565385,Hip-Hop
11772,0.1136114415,0.791040645,0.5844042449,0.1742029944,0.0491909891,0.3462894066,88.989,0.808026023,Hip-Hop
11773,0.0204951037,0.7702816327,0.3560508001,0.9303676516,0.1057774457,0.2999588308,93.922,0.316647427,Hip-Hop
11774,0.0938260592,0.7244560093,0.5212560807,0.8485967571,0.1105210849,0.0506091043,95.078,0.7762690414,Hip-Hop
11775,0.6047705184,0.6948591035,0.8769741308,0.0017573248,0.3393097401,0.3892856732,82.72,0.2214397472,Hip-Hop
11776,0.2045115978,0.8253887449,0.3563565156,0.925488011,0.1193360574,0.0529452254,91.95,0.71710548,Hip-Hop
11777,0.5014065001,0.5292115838,0.5776031489,0.9286064243,0.1735612949,0.0288354343,83.993,0.0542793309,Hip-Hop
11778,0.0126904048,0.6266432988,0.5245465127,0.6778770034,0.0832976605,0.0383129724,85.045,0.8354711235,Hip-Hop
11779,0.0003354759,0.3794360684,0.6921411839,0.9210791459,0.3673353286,0.042437872,94.434,0.1343807826,Hip-Hop
11780,0.3372904317,0.6521536471,0.4192003799,0.8542783875,0.1471269372,0.1044450231,172.314,0.3773488656,Hip-Hop
11781,0.0340954068,0.688061054,0.1908368912,0.9688780124,0.1324509633,0.0404051156,101.954,0.3912852974,Hip-Hop
11782,0.9728717871,0.4937998127,0.2045154773,9e-09,0.1289434792,0.9578685218,208.018,0.8053722939,Hip-Hop
11783,0.0757897575,0.7743985243,0.5089757003,0.6715692336,0.083083753,0.0316096772,87.366,0.9467777858,Hip-Hop
11784,0.1664776092,0.7589860072,0.4379285565,0.95576449,0.123180308,0.3579513507,75.4,0.8572689278,Hip-Hop
11785,0.6838755744,0.7363006602,0.5997878852,0.8785739031,0.1096222577,0.3798219284,67.345,0.2234273183,Hip-Hop
11786,0.0256042008,0.7712793688,0.506418114,0.0432570818,0.8432347605,0.0507797684,120.826,0.7545666094,Hip-Hop
11787,0.0030804879,0.8490297988,0.373470387,0.9509846476,0.1446849166,0.0696273998,117.378,0.3442933092,Hip-Hop
11788,0.17323509,0.774702526,0.4530468049,0.8176347554,0.0910902491,0.0460783936,90.856,0.8107400378,Hip-Hop
11789,0.0144333607,0.7621546879,0.5266420873,0.8436094557,0.1347135926,0.0695880017,93.924,0.5764930879,Hip-Hop
11790,0.0001547641,0.6134048213,0.3498178743,0.7672376871,0.3259404819,0.2754406523,188.054,0.1883594143,Hip-Hop
11791,0.0033175196,0.9150656074,0.3397552725,0.7493739653,0.3241296782,0.2160374908,90.601,0.5758589199,Hip-Hop
11792,0.1408930456,0.667701296,0.2454640228,0.2424188333,0.3958957184,0.0437125449,91.113,0.4011729766,Hip-Hop
11793,0.0701266003,0.8806629481,0.9038414828,0.010696943,0.0748779446,0.5335959675,156.032,0.817792708,Hip-Hop
11794,0.0159432541,0.6883215092,0.4508592842,0.0034817208,0.3905359757,0.0647442737,91.638,0.3533990076,Hip-Hop
11795,0.138246,0.7475243371,0.4277466804,0.9031722241,0.1130151305,0.0353389176,90.184,0.7644878469,Hip-Hop
11803,0.106790088,0.5713793714,0.530494416,3.1e-09,0.0989415158,0.2638240171,88.821,0.5798632213,Hip-Hop
11818,0.0991818732,0.3807162934,0.5782167729,7.9599e-06,0.3594382054,0.1237931093,90.967,0.7308414582,Hip-Hop
11839,0.6163782487,0.7316733245,0.6064072839,0.6912116317,0.3420264165,0.0473296526,101.35,0.8820746952,Hip-Hop
11861,0.653091764,0.4676066424,0.669186787,0.0006087605,0.5344211044,0.3721489811,136.115,0.5533297236,Hip-Hop
11862,0.4879504062,0.6736045586,0.7035428029,0.1353646631,0.1243345614,0.2118810419,187.901,0.2515502612,Hip-Hop
11868,0.6138052549,0.7401889424,0.6183367001,0.0453500536,0.2966247891,0.3618965225,100.608,0.8598401914,Hip-Hop
11916,0.0086164185,0.6161793952,0.593758724,0.3631341032,0.1112107351,0.0395257191,164.054,0.1821698705,Hip-Hop
11917,0.0016616097,0.7250178419,0.5698381794,0.6372173689,0.1143370096,0.4736542406,90.024,0.1560784621,Hip-Hop
11918,8.65852e-05,0.657648884,0.6996942787,0.8651059624,0.1073837178,0.0907042134,129.98,0.1862348653,Hip-Hop
11919,0.0031703968,0.7285177506,0.482088658,0.1334646463,0.0777128365,0.1308653238,98.006,0.4711385096,Hip-Hop
11920,8.8135e-06,0.6069990881,0.3617659173,0.3467929293,0.1128240676,0.0541547425,160.037,0.0481005043,Hip-Hop
11921,0.9608456321,0.4263088817,0.3013785448,0.0397539553,0.1115961064,0.1023029655,95.502,0.1611145966,Hip-Hop
11922,0.0248273312,0.6567903662,0.4971319354,0.0006088559,0.1035739459,0.2088478558,196.022,0.4092324181,Hip-Hop
11933,0.0195466817,0.3060435116,0.5059012111,0.4270650139,0.1022847235,0.0470338024,135.952,0.3234834509,Rock
11937,0.1431999995,0.6730471515,0.4499390087,0.0041361835,0.04803161,0.0270494744,93.998,0.8718107405,Pop
12046,0.9193734528,0.4136144271,0.5292294762,0.9702749901,0.2138989266,0.0242588632,92.043,0.5244880303,Folk
12047,0.993979989,0.292648655,0.3018977943,0.9199403369,0.121400372,0.0966844567,73.77,0.1276723009,Folk
12048,0.9745760819,0.1649928914,0.196064474,0.6356343734,0.3237533011,0.0326665074,169.683,0.1735013213,Folk
12049,0.9927248929,0.0981169254,0.1557747943,0.9484433627,0.2221875213,0.0399103857,173.513,0.3282893389,Folk
12050,0.9293512699,0.5907813593,0.5188232393,0.868610043,0.1001130267,0.0276099819,110.042,0.4250127997,Folk
12051,0.9945575072,0.2632460221,0.1045266309,0.6178509398,0.1202468884,0.0387129767,122.625,0.0520947331,Folk
12052,0.9670752883,0.3870453995,0.1824576246,0.965888247,0.1120974375,0.0362552186,118.053,0.0685286228,Folk
12053,0.9925318455,0.5079919342,0.1866600943,0.7740780669,0.2367939624,0.0290753306,90.574,0.2197428862,Folk
12058,0.995226687,0.4059035833,0.4231754126,0.9306209974,0.3214785801,0.0257798677,92.017,0.3416145112,Folk
12059,0.9073356273,0.5149160865,0.3568033687,0.3259865736,0.1200019801,0.0338947184,126.25,0.5249407968,Folk
12060,0.9644832941,0.479976746,0.4669092679,0.983535585,0.119637824,0.027627488,114.694,0.4321945606,Folk
12061,0.9738493733,0.0534910198,0.2761549569,0.9564390538,0.1102470908,0.1021174086,212.415,0.0621665922,Folk
12062,0.9695064254,0.4311350424,0.5813773224,0.9680266944,0.1815366807,0.0275103064,103.671,0.6518552697,Folk
12064,0.9225703937,0.4381212455,0.4011507205,0.422619151,0.1240996087,0.0418441028,81.229,0.0735099979,Folk
12065,0.8889885792,0.4762710014,0.6314903001,0.9421310326,0.1302053023,0.0263942183,99.504,0.4193574104,Folk
12066,0.9833650241,0.3666483694,0.0448847824,0.066387593,0.0857525165,0.0335487211,101.769,0.0591716211,Folk
12067,0.9903697959,0.1623222398,0.2345804663,0.9564350248,0.1375399435,0.0291439005,102.845,0.1230461871,Folk
12109,0.9455631639,0.6468738985,0.2955139865,0.2222473276,0.060896718,0.0541090313,133.129,0.5028441126,International
12146,0.4489720131,0.705576976,0.84820603,0.8497040691,0.0796268248,0.0320043454,120.002,0.9850936269,Pop
12147,0.0021043721,0.6037135024,0.970143647,0.8123606129,0.8128091472,0.0355519878,120.045,0.8613249044,Pop
12173,0.4534462558,0.5211575151,0.423244018,1.77e-08,0.341717779,0.6069651476,171.956,0.8052493008,Hip-Hop
12174,0.0037485893,0.579292272,0.7723674086,0.8677529315,0.6915596041,0.0433308452,100.011,0.6492099005,Hip-Hop
12179,0.0573573877,0.6097687964,0.1958791934,0.1074716704,0.1189292817,0.042143523,155.974,0.2186105585,Pop
12188,0.1187474064,0.8841714922,0.4965008808,0.7304268164,0.2824754365,0.0764997751,120.011,0.8368345931,Pop
12189,0.0042025072,0.4494676089,0.4136335875,0.8986222029,0.0882058015,0.0561194254,96.26,0.4775709694,Electronic
12348,0.9068979722,0.5633505873,0.5560875903,0.8587816808,0.3010356283,0.0319500342,130.282,0.2794159098,Folk
12349,0.7224057196,0.5741942371,0.5758465681,0.8512216353,0.3070311389,0.0379472478,146.652,0.2693933676,Folk
12350,0.8916675402,0.5334309787,0.509322565,0.8518794184,0.2690322711,0.0272399966,143.535,0.5831042478,Folk
12351,0.9747723354,0.2957183159,0.2832236008,0.9034229542,0.0850054009,0.0377293695,122.374,0.0925246038,Folk
12352,0.9243113498,0.4329849509,0.2418321442,0.9529903844,0.296807464,0.0311188562,126.499,0.0560310146,Folk
12353,0.971713631,0.2405230087,0.3949771252,0.9389742273,0.2873302313,0.0545608053,76.51,0.0945467949,Folk
12355,0.9854043736,0.442994671,0.1030873917,0.9093989309,0.1072919851,0.0310348817,59.831,0.0378674923,Folk
12376,0.3938382534,0.7628115415,0.3976713112,0.1090203002,0.0793093198,0.1246051249,120.039,0.9693621689,Pop
12387,0.0637083011,0.7711763864,0.4093707426,0.0926167738,0.1137447643,0.039724757,122.019,0.7092559212,Pop
12390,0.0595045595,0.6587170121,0.2927757318,0.0341156456,0.0989961648,0.042896176,151.971,0.3159425616,Pop
12394,0.5650588321,0.6323735025,0.3368541723,0.2790169988,0.2056720731,0.0480860626,87.989,0.0358849915,Hip-Hop
12481,0.9951665072,0.2289657827,0.2174439509,0.6216385068,0.1136355536,0.0298080055,94.737,0.0730306379,Folk
12482,0.9053026155,0.2301241231,0.2467527137,0.9270898506,0.7248661528,0.0342580418,140.244,0.0559026203,Folk
12484,0.9854669396,0.4849873568,0.2970213627,0.9223995938,0.6073266722,0.030165834,112.091,0.0596244838,Folk
12485,0.9953350046,0.3393751472,0.6119731746,0.9650163731,0.3994321971,0.0374303853,107.083,0.63735238,Folk
12486,0.9890078478,0.3056649049,0.0446565972,0.9674035956,0.1110723798,0.037319734,142.075,0.0558327611,Folk
12487,0.989575704,0.5697880667,0.3455103682,0.9527310981,0.1109055611,0.0291647066,99.409,0.5760908546,Folk
12488,0.9432204191,0.4096581631,0.1994532991,0.9359600265,0.485355406,0.0365371149,102.999,0.0387865617,Folk
12489,0.9460135832,0.4531413811,0.336253805,0.9703843824,0.5986422736,0.0282121547,110.18,0.1834228102,Folk
12490,0.9911346781,0.2297687451,0.300117114,0.9580854593,0.1901351265,0.0322506326,69.816,0.1629731593,Folk
12508,0.9737312928,0.0555955247,0.2181321007,0.963193889,0.122999012,0.0406101427,224.183,0.0719510051,Folk
12513,0.8703463377,0.4657584861,0.563945747,0.9620323666,0.423473797,0.0347124705,107.396,0.5433627867,Folk
12514,0.9946744607,0.177637336,0.5105296314,0.9703617574,0.1269132891,0.0444710023,203.484,0.5434792018,Folk
12518,0.2718066897,0.8029903687,0.3129827019,0.0018040241,0.1626808723,0.4796758692,127.967,0.5640880663,Pop
12521,0.641177584,0.6828912127,0.4039507167,0.2284780666,0.0835331822,0.0431778102,120.004,0.9475294488,Rock
12526,0.1356387864,0.7209619324,0.5826638015,0.8416863947,0.1061241673,0.0360763307,105.977,0.7433384661,Hip-Hop
12527,0.5198080736,0.6730733287,0.2574782858,0.8536964333,0.1002319741,0.0320229724,120.01,0.3199972696,Pop
12530,0.3186481632,0.4609126382,0.398087432,0.9444670948,0.1361180824,0.0375948446,100.016,0.2468467097,Pop
12531,0.7454794841,0.6896168541,0.4658254269,7.841e-07,0.0907444382,0.4618330546,182.032,0.7026632975,Hip-Hop
12532,0.9172405845,0.764565992,0.4620128857,0.9524461773,0.1223739497,0.0416293392,102.982,0.2729863789,Pop
12537,0.3354136141,0.440933717,0.3809031845,0.8558023506,0.1945671158,0.0261727809,170.057,0.1326713424,Pop
12551,0.9248362112,0.6126259252,0.2133469253,0.6245422802,0.0941137966,0.0277748402,75.012,0.263416485,Pop
12986,0.8506811325,0.5096124863,0.2650684048,0.0563531429,0.1163068461,0.0903160601,84.37,0.7722864978,Folk
13191,0.9661073208,0.5751108974,0.1498959283,0.4028291652,0.1267705653,0.0419328652,55.991,0.3808954642,Pop
13197,0.7124407824,0.525856479,0.1672363262,0.3096825518,0.1113103049,0.0398851323,116.015,0.0630628628,Pop
13199,0.0765757524,0.6224166802,0.403015198,0.9374753716,0.4101091671,0.0232337297,91.992,0.7586973609,Hip-Hop
13201,0.2527715335,0.6506403521,0.3797654874,0.5583728543,0.0879976241,0.1241428273,196.093,0.3969966512,Hip-Hop
13218,0.1333159604,0.6242300327,0.1810963124,0.9104362902,0.1660602547,0.0272302705,100.006,0.4446586866,Pop
13220,6.24891e-05,0.5525332223,0.5064044458,0.7598634571,0.185287502,0.0363581974,124.985,0.4435292096,Pop
13328,0.6680817008,0.5744195852,0.6461903422,0.3924535721,0.2584410292,0.0402693568,114.867,0.4881573304,Pop
13362,0.0115683003,0.6667185647,0.2965866757,0.8689246279,0.0923431229,0.1015020488,199.989,0.5960818711,Pop
13378,0.668785616,0.7997681253,0.5368466966,0.4501254365,0.1040827309,0.0432361229,120.019,0.9228148179,Pop
13474,0.8804302731,0.6634015644,0.5333815593,0.7771995777,0.1030254086,0.035244197,100.014,0.595349013,Electronic
13556,0.0312390472,0.5913065306,0.5536465336,0.0005770495,0.1734964395,0.0283855477,84.978,0.9018224131,Rock
13561,0.4215960238,0.712685212,0.4396946428,2.44629e-05,0.1402926906,0.1101970878,100.212,0.6630685878,Hip-Hop
13562,0.0094309586,0.6861125136,0.5522799487,0.8535065426,0.2267909188,0.0271927538,99.978,0.7099116552,Electronic
13566,0.3974749405,0.7124683474,0.2624282074,0.0041829609,0.2889733548,0.2788279163,93.022,0.3960530119,Hip-Hop
13591,0.9217961927,0.762777792,0.4791873553,0.0533897002,0.1337704368,0.0633081999,97.713,0.8728907485,Hip-Hop
13596,5.38618e-05,0.4529751744,0.4169794095,0.771973211,0.1080016502,0.0316070786,148.702,0.3175380519,Rock
13666,0.3258822309,0.5127055731,0.7099950616,0.9127534688,0.5022967569,0.0674447693,130.188,0.05163488,Rock
13668,0.0083111503,0.5610991451,0.2927917864,0.7780502871,0.0831936188,0.1733957238,200.076,0.2941244062,Electronic
13670,0.8786733659,0.683980829,0.5494122861,9.29187e-05,0.0651842414,0.4104873528,195.693,0.9609997752,Hip-Hop
13735,0.7690456139,0.3242227505,0.6004424348,1.5153e-06,0.1135982094,0.1884956681,79.105,0.1892344286,Hip-Hop
13747,0.3805746639,0.4378545102,0.8521456467,4e-10,0.3279680821,0.7256666951,60.678,0.7356249213,Hip-Hop
13748,0.2211352965,0.4831372701,0.8626700429,3.209e-07,0.1632646275,0.0624096872,148.081,0.7038543972,Hip-Hop
13749,0.6907988444,0.4369947663,0.8895635305,0.0,0.3160919899,0.2262804391,129.914,0.8432896913,Hip-Hop
13767,0.2638132759,0.4712512934,0.4445628622,1.81e-06,0.25129436,0.4034515478,94.737,0.6228095579,Hip-Hop
13768,0.3372348297,0.6790400226,0.4453594025,0.0001814761,0.1283768018,0.1442882398,93.194,0.8374895821,Hip-Hop
13927,0.8846120165,0.6308724692,0.3791991746,0.2006170779,0.0976801453,0.0371833141,142.889,0.8165242108,Folk
13928,0.968461696,0.4098646194,0.3623579708,0.4248895705,0.10391655,0.0343899997,178.722,0.8198704254,Folk
13929,0.9614629317,0.3892622554,0.0858826706,0.0001215484,0.1081020964,0.034638927,140.937,0.3600904686,Folk
13930,0.810056698,0.648931489,0.7294484849,0.8194576219,0.1294346023,0.0367075968,130.802,0.9408478611,Folk
14344,0.0369038664,0.6276122921,0.2029799896,0.9292586084,0.0768478147,0.0389516056,100.022,0.1595228741,Electronic
14358,0.025280003,0.8056083003,0.6025825277,0.9162396427,0.0613217074,0.2261875567,169.563,0.9614480941,Hip-Hop
14363,0.0839070342,0.8207490946,0.7364503194,0.9086951353,0.0882254824,0.0603370911,116.978,0.3603220428,Hip-Hop
14365,0.0899911303,0.7418334148,0.4612788638,0.8913030496,0.1177679869,0.0647608795,163.877,0.565653204,Hip-Hop
14386,0.0727370613,0.6839096107,0.5139434067,0.0172515696,0.1680788635,0.3487382768,179.268,0.3384434529,Hip-Hop
14391,0.0109928189,0.6421947448,0.4501243286,0.0380153459,0.2205411251,0.0893746775,95.773,0.3168072016,Hip-Hop
14538,0.9442715696,0.4599443229,0.5236104106,0.8997652716,0.106044664,0.0932051689,113.904,0.5836589285,Hip-Hop
14539,0.9914314166,0.250858506,0.7364446097,0.9246075946,0.3487249488,0.1010602383,188.755,0.6445485211,Hip-Hop
14541,0.9781878927,0.6844208005,0.5658445185,0.1325520896,0.1132629158,0.1087644506,166.758,0.939275117,Hip-Hop
14542,0.972145137,0.5726878431,0.6095254148,0.7058416656,0.0942054487,0.6874554655,203.471,0.6984322767,Hip-Hop
14568,0.9948268892,0.5496990676,0.6127986616,0.9536202475,0.104199863,0.0326748749,150.031,0.7809204655,Instrumental
14569,0.9889851074,0.55867913,0.22731642,0.9579333819,0.0827729659,0.027636616,100.031,0.231599744,Instrumental
14570,0.9943762553,0.2336131429,0.0017436036,0.7278338348,0.3813704814,0.0479112861,99.319,0.0981156241,Instrumental
14571,0.9957403387,0.7406531631,0.5375216312,0.9507431831,0.0895684841,0.0643883289,120.062,0.0997190339,Instrumental
14576,0.9801693643,0.8232739094,0.173511595,0.9272701888,0.1048364009,0.0816244728,109.564,0.1575759285,Instrumental
14577,0.9736370949,0.4323381481,0.397975513,0.9621992035,0.1101352697,0.0516060795,91.741,0.1538474231,Instrumental
14578,0.994661205,0.5301277484,0.3299114845,0.9683245291,0.1164867438,0.0426727363,119.627,0.0486215889,Instrumental
14579,0.9941132863,0.7558218238,0.2802326498,0.9545754262,0.0742475449,0.0457218487,130.064,0.0356921416,Instrumental
14580,0.8127328256,0.3413675813,0.8779378016,0.9097200449,0.5027717751,0.5806301912,180.724,0.1834431016,Instrumental
14581,0.9938270175,0.6921826333,0.0391112836,0.9498603753,0.1096870638,0.1299515052,120.913,0.4007438268,Instrumental
14583,0.9912306678,0.7278153312,0.7333425316,0.9504903217,0.1387519619,0.0420724507,120.055,0.9628203728,Instrumental
14584,0.9710266185,0.4729641257,0.1178625156,0.9679459428,0.1238713962,0.0379063847,119.493,0.0376406015,Instrumental
14585,0.9924246804,0.5701787865,0.5339827617,0.9432522938,0.3310308252,0.0307843274,120.025,0.081258632,Instrumental
14586,0.9899375525,0.54620394,0.0492936732,0.7034724221,0.292434405,0.0330280551,90.083,0.070292223,Instrumental
14588,0.5097014172,0.4282222099,0.834016893,0.9066610205,0.5938111903,0.0452422373,65.356,0.9003565273,Instrumental
14589,0.619038184,0.5408319463,0.3031245992,0.9088964489,0.1213908823,0.0421819856,130.507,0.1778597515,Instrumental
14590,0.9902347231,0.5375137342,0.3893520752,0.5618506363,0.0948047128,0.0602258494,79.981,0.1825810659,Instrumental
14653,0.6224992276,0.6929859925,0.6610260252,0.9052107812,0.3135003308,0.0276905942,109.962,0.8009866274,Rock
14733,0.7276457459,0.2997518414,0.7021224145,0.5292046116,0.9238058993,0.0324447553,132.103,0.5569079995,Rock
14734,0.6658074048,0.2921163817,0.661369814,0.6457028105,0.1542322086,0.0280284527,193.934,0.5422045255,Rock
14735,0.3627313236,0.3833517666,0.5860986729,0.3753829526,0.2755481262,0.0287250052,113.747,0.286459198,Rock
14736,0.2322002876,0.4626820204,0.5664738951,0.6710581967,0.0841808756,0.0462582108,131.175,0.2842799713,Rock
14737,0.2376813901,0.432604559,0.5477720707,0.3621770261,0.5067982024,0.0285387837,91.133,0.5028419758,Rock
14738,0.7916924805,0.5567518749,0.563519138,0.8540129845,0.1090325963,0.0295466994,105.241,0.5637416624,Rock
14739,0.6109727577,0.4639397648,0.5922815974,0.864863107,0.1938398828,0.0393531306,120.193,0.3348846601,Rock
14740,0.7827446676,0.3564478782,0.5909456738,0.9134695048,0.6703779063,0.0343878948,173.24,0.5707804323,Rock
14741,0.3479098207,0.601866379,0.5647099745,0.8780081296,0.582797342,0.0259498155,99.409,0.9307337118,Rock
14742,0.6582379455,0.4884634048,0.7253259647,0.0961005675,0.6955081921,0.0342721118,129.344,0.7483750192,Rock
14743,0.3661073716,0.5035043308,0.5428690467,0.1104446805,0.6603518306,0.0503808048,123.149,0.4934352077,Rock
14744,0.6527170894,0.369429271,0.7155498655,0.5645866346,0.6835889406,0.0402484426,110.821,0.2419696209,Rock
14745,0.9399236684,0.3245984081,0.4985683118,0.1739895275,0.1125466757,0.0494412367,126.182,0.0456416014,Rock
14869,2.87537e-05,0.5427369631,0.5003709539,0.9200872347,0.0752198058,0.0485174833,125.082,0.0522069934,Electronic
15210,0.2527454717,0.2981333229,0.6417954576,0.0029658267,0.1473243323,0.1687921141,84.135,0.7886741556,Hip-Hop
16155,0.4600122066,0.7073129183,0.5467826646,0.7940243488,0.1068000056,0.0467385446,140.005,0.9619901791,Pop
16158,0.9875356322,0.4543062331,0.0863229645,0.9160467427,0.1397577661,0.0377305528,111.842,0.1994467136,Pop
16162,0.0079947708,0.800172654,0.3676289396,0.8969743124,0.1419642185,0.0620485051,93.038,0.5179123516,Hip-Hop
16163,0.3287824046,0.601979182,0.3777431156,0.0007124718,0.1757818451,0.02801245,140.008,0.963822025,Pop
16334,0.7929707122,0.2786340502,0.4872018857,0.894284392,0.3184988835,0.0434067087,145.321,0.1795136804,International
16337,0.9800897961,0.6522198189,0.1656916419,0.5288952719,0.1085298592,0.0270577261,104.72,0.0782231501,Pop
16338,0.8965171469,0.7317133879,0.2060829697,0.8009020991,0.1655312572,0.0315466938,141.882,0.3371086338,Pop
